Datum,Tagesertrag,Einsparung,Netzeinspeisung,Eigenverbrauch Elektrolyseur,Eigenverbrauch Batterie,Produktionsrate,Wassernutzung,Energieverbrauch,EL-Tank,SoC,Leistung
01.01.2024 15:23:34,30.63,12215,14.14,4.49,12.0,925.45,0.68,0.03,641,57,858.6
01.01.2024 15:23:35,62.47,12216,40.54,20.83,1.1,320.34,0.71,1.0,858,56,912.4
01.01.2024 15:23:36,9.5,12217,1.05,7.04,1.41,281.8,0.83,0.96,495,21,124.7
01.01.2024 15:23:37,61.19,12218,51.39,6.39,3.41,424.47,0.08,0.3,320,17,694.9
01.01.2024 15:23:38,86.19,12219,61.41,23.24,1.54,46.04,0.78,0.95,290,53,959.6
01.01.2024 15:23:39,99.38,12220,19.62,21.09,58.67,284.1,0.67,0.6,229,42,235.7
01.01.2024 15:23:40,68.16,12221,55.97,5.69,6.5,365.72,0.29,0.61,367,23,101.4
01.01.2024 15:23:41,74.28,12222,54.96,9.49,9.83,690.88,0.31,0.41,874,78,281.5
01.01.2024 15:23:42,88.2,12223,5.34,44.6,38.26,72.15,0.29,0.93,91,77,891.7
01.01.2024 15:23:43,52.27,12224,47.67,2.89,1.71,907.87,0.2,0.77,13,12,345.8
01.01.2024 15:23:44,30.86,12225,7.53,8.22,15.11,621.12,0.63,0.14,40,80,412.9
01.01.2024 15:23:45,58.13,12226,49.59,4.49,4.05,324.28,0.99,0.38,983,42,694.9
01.01.2024 15:23:46,16.34,12227,5.18,5.41,5.75,702.62,0.7,0.68,485,96,600.6
01.01.2024 15:23:47,55.87,12228,14.89,12.96,28.02,306.34,0.47,0.24,484,2,42.2
01.01.2024 15:23:48,92.12,12229,46.13,24.8,21.19,712.06,0.2,0.75,988,45,356.9
01.01.2024 15:23:49,46.77,12230,31.03,0.79,14.95,725.12,0.37,0.43,960,32,831.4
01.01.2024 15:23:50,17.69,12231,0.17,0.44,17.08,461.41,0.99,0.05,721,78,125.2
01.01.2024 15:23:51,99.52,12232,35.38,44.14,20.0,238.47,0.47,0.49,635,95,469.2
01.01.2024 15:23:52,24.77,12233,24.42,0.28,0.07,243.87,0.15,0.94,667,40,73.2
01.01.2024 15:23:53,1.06,12234,1.05,0.01,0.0,346.36,0.13,0.81,895,1,642.7
01.01.2024 15:23:54,42.06,12235,36.39,0.39,5.28,290.54,0.3,0.29,424,3,922.3
01.01.2024 15:23:55,4.14,12236,3.71,0.38,0.05,997.59,0.25,0.32,408,36,576.0
01.01.2024 15:23:56,64.84,12237,18.91,9.54,36.39,969.33,0.39,0.96,856,54,434.7
01.01.2024 15:23:57,14.59,12238,14.54,0.05,0.0,111.78,0.58,0.17,824,59,981.2
01.01.2024 15:23:58,26.45,12239,5.53,20.48,0.44,982.58,0.71,0.62,499,16,205.6
01.01.2024 15:23:59,84.55,12240,9.11,8.13,67.31,929.34,0.87,0.77,156,73,720.1
01.01.2024 15:24:00,67.79,12241,22.34,38.19,7.26,869.34,0.83,0.46,450,4,916.5
01.01.2024 15:24:01,33.81,12242,4.44,4.51,24.86,557.5,0.35,0.82,780,39,26.5
01.01.2024 15:24:02,72.47,12243,14.12,1.77,56.58,143.65,0.71,0.38,404,22,964.3
01.01.2024 15:24:03,75.39,12244,12.22,22.44,40.73,522.47,0.68,0.54,6,11,812.0
01.01.2024 15:24:04,40.77,12245,16.32,3.34,21.11,813.6,0.91,0.27,962,67,216.0
01.01.2024 15:24:05,60.48,12246,34.91,1.7,23.87,549.12,0.85,0.33,997,35,355.5
01.01.2024 15:24:06,62.2,12247,26.56,12.29,23.35,19.77,0.46,0.86,18,5,791.6
01.01.2024 15:24:07,62.34,12248,38.09,21.83,2.42,24.8,0.57,0.44,602,88,541.0
01.01.2024 15:24:08,14.79,12249,2.63,8.49,3.67,824.05,0.51,0.88,505,63,565.9
01.01.2024 15:24:09,14.07,12250,13.25,0.71,0.11,805.48,0.23,0.27,143,15,457.8
01.01.2024 15:24:10,24.28,12251,23.35,0.21,0.72,562.48,0.48,0.95,439,1,489.4
01.01.2024 15:24:11,93.08,12252,50.99,24.99,17.1,850.14,0.87,0.82,663,13,282.0
01.01.2024 15:24:12,22.16,12253,13.99,2.43,5.74,510.27,0.27,0.47,501,81,872.9
01.01.2024 15:24:13,86.83,12254,38.96,16.46,31.41,449.32,0.44,0.48,22,69,226.7
01.01.2024 15:24:14,15.42,12255,2.54,8.0,4.88,844.35,1.0,0.08,803,5,52.8
01.01.2024 15:24:15,32.78,12256,25.02,3.34,4.42,5.43,0.73,0.12,615,79,423.6
01.01.2024 15:24:16,34.37,12257,0.06,6.23,28.08,415.55,0.78,0.04,804,36,356.7
01.01.2024 15:24:17,8.93,12258,4.2,0.05,4.68,792.52,0.53,0.88,545,44,785.3
01.01.2024 15:24:18,23.55,12259,22.46,0.31,0.78,743.18,0.48,0.6,868,41,861.8
01.01.2024 15:24:19,23.82,12260,16.43,1.39,6.0,743.04,0.98,0.52,246,87,650.7
01.01.2024 15:24:20,79.84,12261,76.32,0.3,3.22,777.25,0.28,0.26,701,82,332.9
01.01.2024 15:24:21,67.4,12262,10.25,26.1,31.05,920.22,0.78,0.93,281,46,89.9
01.01.2024 15:24:22,21.37,12263,7.45,2.15,11.77,694.4,0.24,0.01,599,54,332.3
01.01.2024 15:24:23,60.77,12264,20.83,9.66,30.28,363.6,0.16,0.36,176,66,90.2
01.01.2024 15:24:24,35.41,12265,25.81,6.51,3.09,741.89,0.96,0.28,592,93,740.7
01.01.2024 15:24:25,87.3,12266,2.18,81.48,3.64,690.13,0.79,0.9,667,32,925.4
01.01.2024 15:24:26,64.23,12267,59.51,3.62,1.1,70.41,0.87,0.78,317,52,799.3
01.01.2024 15:24:27,27.82,12268,5.96,9.04,12.82,661.62,0.51,0.22,2,23,808.4
01.01.2024 15:24:28,31.26,12269,15.84,4.68,10.74,160.78,0.21,0.98,447,72,627.4
01.01.2024 15:24:29,65.96,12270,37.64,23.48,4.84,44.32,0.08,0.98,317,37,773.5
01.01.2024 15:24:30,39.12,12271,33.98,2.68,2.46,969.58,0.67,0.47,872,81,571.6
01.01.2024 15:24:31,1.9,12272,1.57,0.09,0.24,378.43,0.43,0.71,645,30,362.2
01.01.2024 15:24:32,45.1,12273,14.42,15.39,15.29,411.8,0.58,0.85,15,25,986.1
01.01.2024 15:24:33,91.78,12274,82.91,2.91,5.96,93.01,0.79,0.79,74,70,709.3
01.01.2024 15:24:34,94.89,12275,58.37,10.54,25.98,337.85,0.99,0.32,179,27,280.3
01.01.2024 15:24:35,91.22,12276,85.09,2.66,3.47,570.0,0.81,0.67,29,54,598.0
01.01.2024 15:24:36,79.27,12277,43.42,1.82,34.03,189.59,0.9,0.03,479,58,672.2
01.01.2024 15:24:37,25.87,12278,15.81,4.26,5.8,328.45,0.56,0.45,157,57,803.4
01.01.2024 15:24:38,8.28,12279,1.6,0.12,6.56,196.92,0.65,0.99,927,28,492.7
01.01.2024 15:24:39,30.68,12280,25.8,4.1,0.78,848.15,0.14,0.95,161,78,650.7
01.01.2024 15:24:40,38.08,12281,14.09,5.44,18.55,803.49,0.33,0.39,849,18,72.1
01.01.2024 15:24:41,64.88,12282,7.84,16.11,40.93,318.89,0.66,0.61,20,61,547.3
01.01.2024 15:24:42,32.09,12283,21.98,4.2,5.91,535.9,0.0,0.28,838,16,185.8
01.01.2024 15:24:43,91.01,12284,62.32,8.91,19.78,212.63,0.61,0.0,983,73,861.5
01.01.2024 15:24:44,7.58,12285,2.88,3.49,1.21,497.46,0.12,0.94,206,41,878.6
01.01.2024 15:24:45,70.82,12286,20.31,48.07,2.44,705.25,0.66,0.59,426,17,122.6
01.01.2024 15:24:46,11.91,12287,4.65,3.5,3.76,542.26,0.63,0.27,542,53,964.3
01.01.2024 15:24:47,81.02,12288,57.27,9.14,14.61,282.88,0.47,0.51,607,30,131.2
01.01.2024 15:24:48,63.93,12289,5.7,39.08,19.15,269.76,0.49,0.21,85,64,795.9
01.01.2024 15:24:49,96.43,12290,22.05,19.86,54.52,298.82,0.02,0.54,223,96,611.7
01.01.2024 15:24:50,46.74,12291,36.78,1.23,8.73,599.0,0.74,0.32,354,67,598.1
01.01.2024 15:24:51,7.68,12292,5.46,1.47,0.75,540.23,0.01,0.83,311,39,413.7
01.01.2024 15:24:52,97.06,12293,70.41,16.67,9.98,30.97,0.76,0.27,785,28,684.3
01.01.2024 15:24:53,79.13,12294,18.99,53.45,6.69,610.09,0.02,0.22,570,73,380.0
01.01.2024 15:24:54,27.02,12295,21.66,3.16,2.2,239.87,0.5,0.58,127,17,112.0
01.01.2024 15:24:55,65.69,12296,23.18,11.92,30.59,686.15,0.48,0.12,390,81,648.1
01.01.2024 15:24:56,30.21,12297,0.4,24.86,4.95,469.77,0.26,0.68,448,71,903.4
01.01.2024 15:24:57,58.75,12298,56.57,0.65,1.53,773.76,0.58,0.43,558,82,826.1
01.01.2024 15:24:58,66.36,12299,45.09,11.18,10.09,767.25,0.45,1.0,86,28,140.5
01.01.2024 15:24:59,57.29,12300,41.11,5.06,11.12,748.86,0.7,0.52,798,36,439.9
01.01.2024 15:25:00,60.68,12301,22.05,3.78,34.85,126.76,0.62,0.82,852,26,384.2
01.01.2024 15:25:01,96.08,12302,65.69,25.26,5.13,410.88,0.13,0.41,533,55,627.3
01.01.2024 15:25:02,72.31,12303,49.76,16.79,5.76,346.25,0.91,0.11,532,65,379.0
01.01.2024 15:25:03,41.05,12304,13.28,23.34,4.43,885.34,0.62,0.13,180,29,144.4
01.01.2024 15:25:04,30.07,12305,21.23,6.48,2.36,266.92,0.9,0.71,90,2,788.8
01.01.2024 15:25:05,80.85,12306,15.47,4.29,61.09,683.83,0.9,0.35,489,33,985.4
01.01.2024 15:25:06,88.24,12307,2.21,60.79,25.24,621.17,0.91,0.63,376,10,169.0
01.01.2024 15:25:07,4.31,12308,2.79,1.37,0.15,683.18,0.78,0.38,422,53,531.6
01.01.2024 15:25:08,30.46,12309,5.98,4.73,19.75,23.95,0.29,0.71,923,100,75.6
01.01.2024 15:25:09,67.43,12310,10.22,4.66,52.55,125.76,0.5,0.66,689,85,32.0
01.01.2024 15:25:10,83.64,12311,14.46,42.15,27.03,923.68,0.24,0.89,638,5,64.8
01.01.2024 15:25:11,1.47,12312,1.07,0.14,0.26,204.8,0.39,0.83,942,0,142.1
01.01.2024 15:25:12,77.19,12313,56.69,6.07,14.43,258.13,0.94,0.61,232,25,870.2
01.01.2024 15:25:13,73.45,12314,7.76,22.75,42.94,358.81,0.31,0.9,635,55,547.2
01.01.2024 15:25:14,60.57,12315,28.92,23.7,7.95,444.79,0.25,0.36,125,26,346.4
01.01.2024 15:25:15,22.31,12316,20.2,1.56,0.55,906.0,0.31,0.54,526,96,442.0
01.01.2024 15:25:16,64.79,12317,42.39,9.33,13.07,216.66,0.94,0.99,444,29,694.0
01.01.2024 15:25:17,34.01,12318,24.41,6.21,3.39,931.18,0.29,0.59,146,55,858.3
01.01.2024 15:25:18,24.57,12319,5.93,7.6,11.04,953.83,0.94,0.47,674,96,772.5
01.01.2024 15:25:19,54.93,12320,33.37,17.98,3.58,968.5,0.53,0.79,86,91,285.5
01.01.2024 15:25:20,45.24,12321,11.76,21.7,11.78,811.16,0.62,0.64,869,68,856.5
01.01.2024 15:25:21,62.74,12322,35.74,3.01,23.99,58.25,0.12,0.23,373,8,391.1
01.01.2024 15:25:22,61.57,12323,20.09,19.4,22.08,488.17,0.76,0.46,960,2,247.3
01.01.2024 15:25:23,77.65,12324,41.91,24.82,10.92,968.33,0.6,0.34,575,75,764.0
01.01.2024 15:25:24,99.83,12325,14.73,30.72,54.38,51.1,0.55,0.74,616,76,154.5
01.01.2024 15:25:25,59.0,12326,41.07,16.47,1.46,997.55,0.04,0.78,91,20,370.4
01.01.2024 15:25:26,57.35,12327,20.45,20.27,16.63,517.81,0.37,0.34,323,68,105.9
01.01.2024 15:25:27,37.66,12328,24.24,6.03,7.39,521.85,0.65,0.85,698,52,400.0
01.01.2024 15:25:28,33.46,12329,25.67,0.76,7.03,901.67,0.7,0.91,20,86,829.8
01.01.2024 15:25:29,71.89,12330,30.17,25.04,16.68,942.13,0.06,0.84,352,15,243.3
01.01.2024 15:25:30,76.13,12331,15.11,54.76,6.26,566.97,0.42,0.62,365,55,78.6
01.01.2024 15:25:31,98.96,12332,3.76,80.02,15.18,418.71,0.02,0.84,308,73,969.2
01.01.2024 15:25:32,2.4,12333,1.63,0.46,0.31,907.03,0.63,0.18,576,51,259.5
01.01.2024 15:25:33,27.41,12334,17.78,2.37,7.26,801.92,0.69,0.34,108,51,352.6
01.01.2024 15:25:34,70.81,12335,10.32,11.06,49.43,615.63,0.71,0.3,807,62,191.4
01.01.2024 15:25:35,54.85,12336,35.36,8.2,11.29,376.6,0.51,0.14,271,50,881.9
01.01.2024 15:25:36,13.31,12337,10.74,0.11,2.46,753.66,0.55,0.27,73,16,918.2
01.01.2024 15:25:37,28.67,12338,16.97,2.96,8.74,546.46,0.59,0.4,782,87,986.6
01.01.2024 15:25:38,11.2,12339,0.46,7.87,2.87,130.9,0.5,0.92,364,16,491.1
01.01.2024 15:25:39,51.6,12340,46.8,3.45,1.35,455.8,0.74,0.59,424,95,408.8
01.01.2024 15:25:40,96.37,12341,4.43,53.0,38.94,616.98,0.26,0.99,699,68,499.6
01.01.2024 15:25:41,82.1,12342,67.57,10.88,3.65,94.13,0.76,0.28,545,63,76.5
01.01.2024 15:25:42,27.49,12343,2.66,13.51,11.32,947.75,0.01,0.64,203,14,520.7
01.01.2024 15:25:43,66.5,12344,44.46,18.02,4.02,524.78,0.82,0.04,132,17,218.9
01.01.2024 15:25:44,8.53,12345,7.14,1.36,0.03,33.46,0.83,0.73,23,73,617.2
01.01.2024 15:25:45,11.01,12346,10.39,0.28,0.34,777.04,0.78,0.02,983,16,462.8
01.01.2024 15:25:46,23.68,12347,15.43,5.42,2.83,488.34,0.99,0.98,969,86,518.0
01.01.2024 15:25:47,65.38,12348,39.79,9.67,15.92,806.04,0.94,0.29,661,88,263.0
01.01.2024 15:25:48,12.06,12349,3.61,2.45,6.0,236.8,0.9,0.08,590,24,672.9
01.01.2024 15:25:49,5.58,12350,2.54,0.33,2.71,377.44,0.47,0.3,80,84,240.9
01.01.2024 15:25:50,81.66,12351,47.9,4.52,29.24,799.89,0.23,0.31,824,88,322.2
01.01.2024 15:25:51,91.55,12352,8.57,62.77,20.21,241.94,0.06,0.3,994,83,639.4
01.01.2024 15:25:52,73.84,12353,28.13,26.38,19.33,673.81,0.21,0.36,283,2,48.4
01.01.2024 15:25:53,55.68,12354,55.68,0.0,0.0,658.99,0.97,0.1,218,83,690.4
01.01.2024 15:25:54,83.07,12355,82.73,0.23,0.11,134.39,0.99,0.29,279,17,992.4
01.01.2024 15:25:55,37.41,12356,9.89,6.28,21.24,785.2,0.06,0.56,771,87,488.0
01.01.2024 15:25:56,40.02,12357,19.13,3.68,17.21,821.92,0.99,0.72,119,13,537.0
01.01.2024 15:25:57,46.8,12358,42.46,1.7,2.64,879.64,0.29,0.11,878,48,94.2
01.01.2024 15:25:58,84.88,12359,77.37,0.45,7.06,972.04,0.6,0.37,324,54,319.7
01.01.2024 15:25:59,70.73,12360,0.47,50.95,19.31,242.72,0.13,0.09,787,69,894.2
01.01.2024 15:26:00,28.92,12361,16.71,7.52,4.69,925.37,0.08,0.64,243,91,357.7
01.01.2024 15:26:01,30.06,12362,21.28,0.0,8.78,817.12,0.58,0.01,910,19,143.8
01.01.2024 15:26:02,40.84,12363,26.2,11.47,3.17,174.93,0.12,0.47,672,69,505.1
01.01.2024 15:26:03,61.7,12364,26.89,14.97,19.84,213.72,0.49,0.92,437,24,852.3
01.01.2024 15:26:04,22.42,12365,2.59,6.28,13.55,949.41,0.33,0.81,796,22,269.0
01.01.2024 15:26:05,96.76,12366,43.97,9.32,43.47,71.08,0.27,0.25,577,45,752.9
01.01.2024 15:26:06,30.98,12367,24.57,0.18,6.23,25.39,0.83,0.85,61,25,492.6
01.01.2024 15:26:07,55.44,12368,23.65,17.88,13.91,405.13,0.8,0.97,854,64,492.5
01.01.2024 15:26:08,66.76,12369,54.39,0.43,11.94,539.98,0.09,0.67,783,13,37.4
01.01.2024 15:26:09,11.68,12370,9.39,1.94,0.35,932.32,0.67,0.51,988,48,767.8
01.01.2024 15:26:10,49.6,12371,21.48,4.34,23.78,535.78,0.84,0.32,299,86,365.4
01.01.2024 15:26:11,90.21,12372,10.3,33.75,46.16,318.65,0.64,0.77,558,12,860.5
01.01.2024 15:26:12,19.68,12373,10.86,0.66,8.16,174.6,0.51,0.72,76,99,222.2
01.01.2024 15:26:13,6.06,12374,0.68,3.18,2.2,941.22,0.17,0.59,823,78,365.2
01.01.2024 15:26:14,22.69,12375,10.09,4.01,8.59,513.31,1.0,0.85,961,58,231.2
01.01.2024 15:26:15,57.2,12376,30.08,18.47,8.65,965.84,0.53,0.13,899,79,338.6
01.01.2024 15:26:16,70.59,12377,20.85,2.45,47.29,644.25,0.67,0.5,387,71,156.8
01.01.2024 15:26:17,73.67,12378,30.8,42.26,0.61,732.17,0.03,0.4,927,41,887.5
01.01.2024 15:26:18,2.69,12379,1.83,0.69,0.17,902.61,0.47,0.03,831,8,378.5
01.01.2024 15:26:19,52.93,12380,3.25,10.18,39.5,227.28,0.41,0.81,824,72,492.9
01.01.2024 15:26:20,23.63,12381,7.55,9.81,6.27,922.96,0.53,0.83,971,42,490.9
01.01.2024 15:26:21,59.32,12382,23.74,2.94,32.64,364.09,0.32,0.46,87,56,908.0
01.01.2024 15:26:22,60.92,12383,27.09,3.65,30.18,195.8,0.01,0.89,963,90,683.4
01.01.2024 15:26:23,23.52,12384,19.45,2.37,1.7,468.68,0.92,0.96,775,30,29.7
01.01.2024 15:26:24,78.59,12385,41.63,31.86,5.1,163.34,0.73,0.66,544,11,493.0
01.01.2024 15:26:25,41.43,12386,1.81,26.59,13.03,367.77,0.04,0.12,435,15,33.9
01.01.2024 15:26:26,68.63,12387,30.94,3.09,34.6,457.38,0.27,0.7,939,23,591.4
01.01.2024 15:26:27,95.13,12388,88.72,0.28,6.13,149.91,0.76,0.12,338,88,182.7
01.01.2024 15:26:28,56.66,12389,1.6,5.35,49.71,269.4,0.29,0.08,955,25,961.6
01.01.2024 15:26:29,79.02,12390,43.4,2.71,32.91,112.56,0.72,0.9,46,30,742.4
01.01.2024 15:26:30,63.42,12391,51.64,3.28,8.5,91.57,0.22,0.86,657,9,808.7
01.01.2024 15:26:31,92.89,12392,24.84,46.62,21.43,311.24,0.19,0.24,665,48,559.7
01.01.2024 15:26:32,79.26,12393,62.11,13.53,3.62,257.73,0.66,0.72,818,43,543.8
01.01.2024 15:26:33,19.45,12394,4.87,8.87,5.71,593.66,0.1,0.26,31,58,610.3
01.01.2024 15:26:34,17.2,12395,13.28,1.91,2.01,922.21,0.39,0.61,161,42,777.2
01.01.2024 15:26:35,33.54,12396,22.15,2.4,8.99,339.11,0.22,0.02,171,30,272.4
01.01.2024 15:26:36,31.51,12397,6.83,5.37,19.31,545.59,0.07,0.84,66,51,122.4
01.01.2024 15:26:37,14.58,12398,11.63,1.89,1.06,716.09,0.51,0.16,549,35,261.3
01.01.2024 15:26:38,19.82,12399,5.34,6.07,8.41,290.29,0.22,0.99,471,15,660.5
01.01.2024 15:26:39,46.22,12400,39.59,1.38,5.25,848.47,0.82,0.1,69,82,677.4
01.01.2024 15:26:40,99.25,12401,92.24,3.33,3.68,782.09,0.67,0.47,823,1,422.0
01.01.2024 15:26:41,10.35,12402,0.81,6.31,3.23,591.08,0.74,0.56,257,26,937.7
01.01.2024 15:26:42,21.24,12403,2.86,17.98,0.4,305.04,0.58,0.54,823,3,502.7
01.01.2024 15:26:43,60.66,12404,5.72,37.84,17.1,815.78,0.89,0.7,913,56,225.3
01.01.2024 15:26:44,51.16,12405,22.31,7.09,21.76,648.99,0.79,0.18,809,54,216.2
01.01.2024 15:26:45,43.05,12406,13.44,10.67,18.94,840.03,0.95,0.19,856,48,462.3
01.01.2024 15:26:46,20.85,12407,1.74,10.69,8.42,28.48,0.25,0.24,827,60,85.9
01.01.2024 15:26:47,18.83,12408,8.16,8.19,2.48,338.0,0.67,0.87,856,46,885.0
01.01.2024 15:26:48,73.77,12409,41.75,20.77,11.25,70.35,0.88,0.3,801,72,2.3
01.01.2024 15:26:49,18.59,12410,10.61,5.83,2.15,114.41,0.96,0.46,653,37,918.7
01.01.2024 15:26:50,59.15,12411,30.28,13.66,15.21,962.92,1.0,0.25,424,13,78.9
01.01.2024 15:26:51,44.8,12412,34.71,9.23,0.86,372.57,0.41,0.68,339,7,198.0
01.01.2024 15:26:52,85.25,12413,32.19,38.4,14.66,579.38,0.7,0.75,57,43,951.8
01.01.2024 15:26:53,82.93,12414,56.22,22.18,4.53,380.64,0.05,0.52,198,11,62.2
01.01.2024 15:26:54,12.02,12415,2.39,1.02,8.61,408.08,0.84,0.57,912,27,232.1
01.01.2024 15:26:55,85.77,12416,74.55,10.91,0.31,136.94,0.0,0.39,821,9,561.0
01.01.2024 15:26:56,78.71,12417,42.61,21.07,15.03,908.7,0.75,0.35,111,53,282.7
01.01.2024 15:26:57,91.58,12418,62.56,21.36,7.66,874.04,0.59,0.45,216,50,531.6
01.01.2024 15:26:58,76.91,12419,18.64,18.7,39.57,122.54,0.96,0.91,19,62,609.2
01.01.2024 15:26:59,56.41,12420,27.89,5.59,22.93,90.29,0.93,0.54,683,32,388.9
01.01.2024 15:27:00,93.19,12421,18.54,4.15,70.5,33.77,0.32,0.93,106,40,893.5
01.01.2024 15:27:01,88.18,12422,52.96,30.77,4.45,278.54,0.76,0.86,235,16,958.9
01.01.2024 15:27:02,37.43,12423,35.63,0.65,1.15,713.94,0.94,0.52,18,70,813.1
01.01.2024 15:27:03,73.35,12424,58.51,3.53,11.31,511.67,0.02,0.87,876,3,34.7
01.01.2024 15:27:04,25.61,12425,15.02,1.63,8.96,935.39,0.83,0.12,904,48,749.3
01.01.2024 15:27:05,68.26,12426,15.32,15.96,36.98,543.34,0.39,0.43,379,21,830.8
01.01.2024 15:27:06,94.93,12427,2.19,67.09,25.65,132.1,0.34,0.26,359,94,897.9
01.01.2024 15:27:07,44.34,12428,28.32,9.78,6.24,464.89,0.98,0.23,632,64,94.9
01.01.2024 15:27:08,18.29,12429,10.22,4.49,3.58,152.32,0.47,0.25,439,41,132.8
01.01.2024 15:27:09,18.68,12430,12.95,0.26,5.47,945.95,0.97,0.18,676,18,317.3
01.01.2024 15:27:10,84.5,12431,64.87,5.35,14.28,592.5,0.53,0.56,919,38,847.1
01.01.2024 15:27:11,30.87,12432,18.15,10.99,1.73,941.28,0.14,0.28,697,83,648.5
01.01.2024 15:27:12,46.19,12433,37.02,2.88,6.29,722.11,0.22,0.82,946,75,382.5
01.01.2024 15:27:13,97.86,12434,30.03,45.56,22.27,620.24,0.91,0.1,911,48,330.9
01.01.2024 15:27:14,62.85,12435,42.89,17.53,2.43,916.29,0.86,0.32,328,9,717.4
01.01.2024 15:27:15,75.74,12436,46.62,14.1,15.02,705.03,0.55,0.74,497,18,171.3
01.01.2024 15:27:16,72.06,12437,63.4,6.28,2.38,387.47,0.6,0.59,810,13,339.0
01.01.2024 15:27:17,20.69,12438,18.08,0.09,2.52,283.61,0.55,0.99,210,56,209.9
01.01.2024 15:27:18,37.9,12439,34.24,1.2,2.46,507.95,0.27,0.31,306,68,764.2
01.01.2024 15:27:19,67.29,12440,53.6,4.65,9.04,263.4,0.99,0.39,906,32,645.5
01.01.2024 15:27:20,87.81,12441,60.33,26.94,0.54,28.29,0.4,0.84,765,98,311.8
01.01.2024 15:27:21,23.0,12442,6.05,2.89,14.06,153.11,0.04,0.89,524,49,84.5
01.01.2024 15:27:22,32.26,12443,25.3,4.81,2.15,86.41,0.51,0.82,667,45,669.0
01.01.2024 15:27:23,94.94,12444,49.53,17.45,27.96,327.21,0.42,0.56,697,36,947.0
01.01.2024 15:27:24,41.75,12445,31.67,3.95,6.13,273.78,0.69,0.86,57,83,585.1
01.01.2024 15:27:25,50.13,12446,20.14,12.25,17.74,363.06,0.61,0.34,462,77,310.6
01.01.2024 15:27:26,69.91,12447,29.98,23.87,16.06,547.78,0.91,0.23,811,42,417.2
01.01.2024 15:27:27,97.71,12448,12.1,69.31,16.3,12.29,0.19,0.2,871,76,965.2
01.01.2024 15:27:28,43.96,12449,24.91,6.01,13.04,771.06,0.07,0.24,278,41,0.2
01.01.2024 15:27:29,79.72,12450,52.08,18.09,9.55,463.51,0.62,0.34,661,61,386.6
01.01.2024 15:27:30,65.91,12451,62.23,2.32,1.36,121.5,0.24,0.67,37,43,287.9
01.01.2024 15:27:31,82.24,12452,61.89,11.29,9.06,640.11,0.77,0.28,949,53,392.1
01.01.2024 15:27:32,71.01,12453,30.12,18.34,22.55,741.1,0.69,0.61,695,5,567.8
01.01.2024 15:27:33,10.96,12454,7.71,2.99,0.26,80.32,0.63,0.98,275,94,379.9
01.01.2024 15:27:34,87.74,12455,33.18,2.18,52.38,994.56,0.8,0.44,508,99,170.9
01.01.2024 15:27:35,67.67,12456,21.88,27.51,18.28,675.74,0.39,0.66,525,61,866.7
01.01.2024 15:27:36,2.88,12457,0.04,0.64,2.2,33.72,0.64,0.51,924,46,410.8
01.01.2024 15:27:37,62.72,12458,29.6,16.69,16.43,166.16,0.42,0.13,400,76,29.7
01.01.2024 15:27:38,9.31,12459,0.81,7.91,0.59,347.2,0.32,0.41,509,65,598.0
01.01.2024 15:27:39,49.38,12460,7.27,5.76,36.35,519.11,0.59,0.55,48,24,408.1
01.01.2024 15:27:40,86.29,12461,60.64,22.23,3.42,987.77,0.73,0.07,524,20,735.8
01.01.2024 15:27:41,47.35,12462,46.69,0.22,0.44,570.95,0.43,0.61,83,95,388.7
01.01.2024 15:27:42,39.17,12463,15.53,11.88,11.76,683.66,0.33,0.3,968,4,952.4
01.01.2024 15:27:43,50.15,12464,26.5,20.07,3.58,661.48,0.73,0.97,218,76,902.1
01.01.2024 15:27:44,57.43,12465,8.46,19.08,29.89,235.34,0.35,0.6,526,60,406.5
01.01.2024 15:27:45,0.78,12466,0.52,0.19,0.07,802.04,0.68,0.32,860,20,749.8
01.01.2024 15:27:46,66.9,12467,40.64,22.92,3.34,167.98,0.91,0.23,231,67,372.4
01.01.2024 15:27:47,10.56,12468,4.73,0.92,4.91,53.25,0.45,0.81,764,33,166.4
01.01.2024 15:27:48,20.49,12469,12.3,1.34,6.85,441.02,0.63,0.01,372,95,23.2
01.01.2024 15:27:49,65.82,12470,3.1,56.13,6.59,228.33,0.32,0.62,996,1,3.8
01.01.2024 15:27:50,88.43,12471,68.46,11.94,8.03,300.96,0.51,0.19,397,48,297.4
01.01.2024 15:27:51,29.24,12472,6.05,16.0,7.19,402.36,0.79,0.33,701,14,608.1
01.01.2024 15:27:52,81.24,12473,73.93,6.09,1.22,195.32,0.72,0.2,964,46,257.7
01.01.2024 15:27:53,73.0,12474,54.04,3.13,15.83,747.88,0.53,0.6,556,78,271.1
01.01.2024 15:27:54,39.2,12475,18.24,17.7,3.26,790.28,0.61,0.94,207,39,713.0
01.01.2024 15:27:55,76.85,12476,40.67,32.86,3.32,910.25,0.33,0.48,136,3,617.9
01.01.2024 15:27:56,57.15,12477,37.96,16.37,2.82,345.87,0.37,0.01,330,23,288.8
01.01.2024 15:27:57,21.12,12478,1.89,1.65,17.58,730.33,0.89,0.05,935,0,875.3
01.01.2024 15:27:58,38.7,12479,35.74,0.16,2.8,848.41,0.71,0.07,940,57,988.5
01.01.2024 15:27:59,10.59,12480,0.96,3.92,5.71,309.55,0.25,0.27,887,4,187.4
01.01.2024 15:28:00,8.92,12481,5.15,2.29,1.48,120.15,0.7,0.46,315,99,920.6
