Type,Datum,Tagesertrag,Einsparung,Netzeinspeisung,Eigenverbrauch Elektrolyseur,Eigenverbrauch Batterie,Produktionsrate,Wassernutzung,Energieverbrauch,EL-Tank,SoC,Leistung,Tankstellen-ID,Startzeit,Endzeit,Fahrzeugkennzeichen
Tankvorgang,,,,,,,,,,,,,35,2024-04-06 13:31:35,2024-02-10 06:13:00,AWD-6837
PV-Anlage,10.02.2024 07:00:00,61.57,968,51.52,7.14,2.91,1428.45,1283.38,76.26,304,82,-1700.2,,,,
Tankvorgang,,,,,,,,,,,,,13,2024-02-10 07:00:00,,IIE-8058
Tankvorgang,,,,,,,,,,,,,74,2024-02-10 07:00:00,,EXK-6154
Tankvorgang,,,,,,,,,,,,,5,2024-02-10 07:00:00,,KVH-4513
Tankvorgang,,,,,,,,,,,,,70,2024-02-10 07:00:00,,NPG-1889
Tankvorgang,,,,,,,,,,,,,32,2024-02-10 07:00:00,,VNU-9192
Tankvorgang,,,,,,,,,,,,,77,2024-04-06 13:31:35,2024-02-10 07:26:00,ULZ-8328
Tankvorgang,,,,,,,,,,,,,68,2024-04-06 13:31:35,2024-02-10 07:16:00,MUR-2958
Tankvorgang,,,,,,,,,,,,,59,2024-04-06 13:31:35,2024-02-10 07:12:00,ZWR-9791
Tankvorgang,,,,,,,,,,,,,68,2024-04-06 13:31:35,2024-02-10 07:29:00,JKM-4120
Tankvorgang,,,,,,,,,,,,,55,2024-04-06 13:31:35,2024-02-10 07:14:00,PRZ-0435
PV-Anlage,10.02.2024 08:00:00,3.72,969,1.53,0.51,1.68,1693.6,3535.45,11.86,142,11,1953.03,,,,
Tankvorgang,,,,,,,,,,,,,13,2024-02-10 08:00:00,,KFS-6908
Tankvorgang,,,,,,,,,,,,,27,2024-02-10 08:00:00,,SVN-8253
Tankvorgang,,,,,,,,,,,,,62,2024-04-06 13:31:35,2024-02-10 08:16:00,HFD-3431
Tankvorgang,,,,,,,,,,,,,9,2024-04-06 13:31:35,2024-02-10 08:24:00,UWF-0408
PV-Anlage,10.02.2024 09:00:00,61.35,970,38.04,5.41,17.9,1926.4,2221.87,92.52,970,85,341.59,,,,
Tankvorgang,,,,,,,,,,,,,88,2024-02-10 09:00:00,,RXN-5050
Tankvorgang,,,,,,,,,,,,,31,2024-02-10 09:00:00,,PSZ-4499
Tankvorgang,,,,,,,,,,,,,66,2024-02-10 09:00:00,,DUQ-7944
Tankvorgang,,,,,,,,,,,,,15,2024-02-10 09:00:00,,PKB-0169
Tankvorgang,,,,,,,,,,,,,33,2024-02-10 09:00:00,,EKP-0543
Tankvorgang,,,,,,,,,,,,,21,2024-04-06 13:31:35,2024-02-10 09:16:00,AYV-0100
Tankvorgang,,,,,,,,,,,,,20,2024-04-06 13:31:35,2024-02-10 09:21:00,HUB-8522
Tankvorgang,,,,,,,,,,,,,83,2024-04-06 13:31:35,2024-02-10 09:13:00,BNK-5736
Tankvorgang,,,,,,,,,,,,,36,2024-04-06 13:31:35,2024-02-10 09:12:00,SCG-1573
Tankvorgang,,,,,,,,,,,,,42,2024-04-06 13:31:35,2024-02-10 09:17:00,MBQ-3796
PV-Anlage,10.02.2024 10:00:00,79.63,971,43.46,18.94,17.23,827.4,2894.92,66.17,505,7,-1042.28,,,,
Tankvorgang,,,,,,,,,,,,,63,2024-02-10 10:00:00,,ZSV-0668
Tankvorgang,,,,,,,,,,,,,67,2024-02-10 10:00:00,,VUD-5810
Tankvorgang,,,,,,,,,,,,,92,2024-04-06 13:31:35,2024-02-10 10:11:00,YMD-3331
Tankvorgang,,,,,,,,,,,,,87,2024-04-06 13:31:35,2024-02-10 10:12:00,QOD-0608
PV-Anlage,10.02.2024 11:00:00,7.93,972,3.56,2.55,1.82,1320.72,3516.22,76.88,84,15,1906.04,,,,
Tankvorgang,,,,,,,,,,,,,60,2024-02-10 11:00:00,,ENN-8199
Tankvorgang,,,,,,,,,,,,,81,2024-02-10 11:00:00,,EVN-5335
Tankvorgang,,,,,,,,,,,,,87,2024-02-10 11:00:00,,LWQ-2458
Tankvorgang,,,,,,,,,,,,,55,2024-04-06 13:31:35,2024-02-10 11:16:00,IUB-2544
Tankvorgang,,,,,,,,,,,,,65,2024-04-06 13:31:35,2024-02-10 11:24:00,CLH-1100
Tankvorgang,,,,,,,,,,,,,98,2024-04-06 13:31:35,2024-02-10 11:16:00,VFX-4360
PV-Anlage,10.02.2024 12:00:00,5.95,973,3.64,1.67,0.64,877.71,3047.36,47.24,727,31,-1981.83,,,,
Tankvorgang,,,,,,,,,,,,,69,2024-02-10 12:00:00,,NBS-2776
Tankvorgang,,,,,,,,,,,,,33,2024-02-10 12:00:00,,JIL-7814
Tankvorgang,,,,,,,,,,,,,58,2024-02-10 12:00:00,,DNE-6507
Tankvorgang,,,,,,,,,,,,,52,2024-04-06 13:31:35,2024-02-10 12:11:00,IMX-1268
Tankvorgang,,,,,,,,,,,,,70,2024-04-06 13:31:35,2024-02-10 12:11:00,YDP-2065
Tankvorgang,,,,,,,,,,,,,76,2024-04-06 13:31:35,2024-02-10 12:10:00,HSB-6947
PV-Anlage,10.02.2024 13:00:00,20.14,974,9.11,7.21,3.82,874.41,3842.85,41.93,719,86,-1626.52,,,,
Tankvorgang,,,,,,,,,,,,,5,2024-02-10 13:00:00,,UTW-6808
Tankvorgang,,,,,,,,,,,,,44,2024-02-10 13:00:00,,CEZ-9264
Tankvorgang,,,,,,,,,,,,,91,2024-02-10 13:00:00,,CXU-4592
Tankvorgang,,,,,,,,,,,,,84,2024-02-10 13:00:00,,DPH-5950
Tankvorgang,,,,,,,,,,,,,80,2024-02-10 13:00:00,,STC-9662
Tankvorgang,,,,,,,,,,,,,98,2024-04-06 13:31:35,2024-02-10 13:21:00,DSD-3256
Tankvorgang,,,,,,,,,,,,,21,2024-04-06 13:31:35,2024-02-10 13:26:00,ABN-2738
Tankvorgang,,,,,,,,,,,,,63,2024-04-06 13:31:35,2024-02-10 13:25:00,JXV-2637
Tankvorgang,,,,,,,,,,,,,67,2024-04-06 13:31:35,2024-02-10 13:24:00,KNL-3161
Tankvorgang,,,,,,,,,,,,,24,2024-04-06 13:31:35,2024-02-10 13:18:00,GAF-4918
PV-Anlage,10.02.2024 14:00:00,18.07,975,0.47,12.47,5.13,412.46,824.81,87.65,766,60,1598.59,,,,
PV-Anlage,10.02.2024 15:00:00,42.85,976,33.01,9.58,0.26,1317.03,2612.4,47.58,490,91,495.77,,,,
Tankvorgang,,,,,,,,,,,,,23,2024-02-10 15:00:00,,BHN-1197
Tankvorgang,,,,,,,,,,,,,90,2024-02-10 15:00:00,,SJM-7301
Tankvorgang,,,,,,,,,,,,,92,2024-02-10 15:00:00,,FSN-6866
Tankvorgang,,,,,,,,,,,,,16,2024-04-06 13:31:35,2024-02-10 15:27:00,FJJ-7138
Tankvorgang,,,,,,,,,,,,,99,2024-04-06 13:31:35,2024-02-10 15:15:00,KBP-7703
Tankvorgang,,,,,,,,,,,,,62,2024-04-06 13:31:35,2024-02-10 15:18:00,BDW-6649
PV-Anlage,10.02.2024 16:00:00,24.09,977,20.18,2.04,1.87,1499.19,1381.44,78.56,330,85,-1813.07,,,,
Tankvorgang,,,,,,,,,,,,,13,2024-02-10 16:00:00,,MPN-2734
Tankvorgang,,,,,,,,,,,,,51,2024-02-10 16:00:00,,ADY-1503
Tankvorgang,,,,,,,,,,,,,94,2024-04-06 13:31:35,2024-02-10 16:22:00,YMC-0716
Tankvorgang,,,,,,,,,,,,,43,2024-04-06 13:31:35,2024-02-10 16:29:00,ZJL-2803
PV-Anlage,10.02.2024 17:00:00,73.49,978,10.24,31.85,31.4,352.98,3564.99,30.45,967,13,-1543.6,,,,
Tankvorgang,,,,,,,,,,,,,73,2024-02-10 17:00:00,,FSH-3992
Tankvorgang,,,,,,,,,,,,,33,2024-04-06 13:31:35,2024-02-10 17:11:00,MVO-9523
PV-Anlage,10.02.2024 18:00:00,71.41,979,5.17,30.48,35.76,1979.58,3779.96,66.27,919,53,1233.77,,,,
Tankvorgang,,,,,,,,,,,,,52,2024-02-10 18:00:00,,FSB-8873
Tankvorgang,,,,,,,,,,,,,80,2024-02-10 18:00:00,,DNO-4846
Tankvorgang,,,,,,,,,,,,,8,2024-02-10 18:00:00,,UMA-0029
Tankvorgang,,,,,,,,,,,,,93,2024-04-06 13:31:35,2024-02-10 18:15:00,JPY-3462
Tankvorgang,,,,,,,,,,,,,66,2024-04-06 13:31:35,2024-02-10 18:27:00,SPQ-2166
Tankvorgang,,,,,,,,,,,,,11,2024-04-06 13:31:35,2024-02-10 18:17:00,OLX-8944
PV-Anlage,10.02.2024 19:00:00,58.69,980,3.81,39.62,15.26,1536.63,3617.05,35.71,320,79,-166.35,,,,
Tankvorgang,,,,,,,,,,,,,91,2024-02-10 19:00:00,,XWA-4058
Tankvorgang,,,,,,,,,,,,,93,2024-02-10 19:00:00,,UHT-5470
Tankvorgang,,,,,,,,,,,,,38,2024-02-10 19:00:00,,XGS-4157
Tankvorgang,,,,,,,,,,,,,60,2024-02-10 19:00:00,,XKP-1567
Tankvorgang,,,,,,,,,,,,,100,2024-02-10 19:00:00,,VIT-4318
Tankvorgang,,,,,,,,,,,,,53,2024-04-06 13:31:35,2024-02-10 19:17:00,BPG-2189
Tankvorgang,,,,,,,,,,,,,91,2024-04-06 13:31:35,2024-02-10 19:28:00,XIX-5873
Tankvorgang,,,,,,,,,,,,,20,2024-04-06 13:31:35,2024-02-10 19:29:00,YZY-5570
Tankvorgang,,,,,,,,,,,,,67,2024-04-06 13:31:35,2024-02-10 19:25:00,LNN-3546
Tankvorgang,,,,,,,,,,,,,20,2024-04-06 13:31:35,2024-02-10 19:28:00,VGD-2862
PV-Anlage,10.02.2024 20:00:00,75.67,981,6.1,23.67,45.9,673.25,3434.52,72.65,575,96,1409.86,,,,
Tankvorgang,,,,,,,,,,,,,66,2024-02-10 20:00:00,,RNG-1165
Tankvorgang,,,,,,,,,,,,,3,2024-04-06 13:31:35,2024-02-10 20:15:00,JIL-6623
PV-Anlage,10.02.2024 21:00:00,66.34,982,3.68,62.41,0.25,1691.87,2688.04,30.92,855,47,353.11,,,,
Tankvorgang,,,,,,,,,,,,,5,2024-02-10 21:00:00,,AJU-6577
Tankvorgang,,,,,,,,,,,,,48,2024-02-10 21:00:00,,TZI-9776
Tankvorgang,,,,,,,,,,,,,39,2024-02-10 21:00:00,,MQI-8335
Tankvorgang,,,,,,,,,,,,,22,2024-02-10 21:00:00,,SRU-9131
Tankvorgang,,,,,,,,,,,,,91,2024-02-10 21:00:00,,GBR-6453
Tankvorgang,,,,,,,,,,,,,48,2024-04-06 13:31:35,2024-02-10 21:10:00,POI-6032
Tankvorgang,,,,,,,,,,,,,22,2024-04-06 13:31:35,2024-02-10 21:29:00,OOF-5120
Tankvorgang,,,,,,,,,,,,,5,2024-04-06 13:31:35,2024-02-10 21:27:00,WCH-3237
Tankvorgang,,,,,,,,,,,,,29,2024-04-06 13:31:35,2024-02-10 21:17:00,PTW-4770
Tankvorgang,,,,,,,,,,,,,45,2024-04-06 13:31:35,2024-02-10 21:15:00,IFN-2292
PV-Anlage,10.02.2024 22:00:00,23.38,983,15.05,1.65,6.68,1132.73,1974.8,86.99,779,84,717.0,,,,
Tankvorgang,,,,,,,,,,,,,27,2024-02-10 22:00:00,,TWJ-4289
Tankvorgang,,,,,,,,,,,,,12,2024-04-06 13:31:35,2024-02-10 22:30:00,TWK-8201
PV-Anlage,10.02.2024 23:00:00,63.7,984,1.18,47.48,15.04,541.83,52.1,65.17,989,12,-1791.59,,,,
PV-Anlage,11.02.2024 00:00:00,83.91,985,77.17,2.58,4.16,279.54,3551.07,12.56,953,44,-1880.19,,,,
Tankvorgang,,,,,,,,,,,,,7,2024-02-11 00:00:00,,VVO-0739
Tankvorgang,,,,,,,,,,,,,64,2024-04-06 13:31:35,2024-02-11 00:13:00,VQU-6885
PV-Anlage,11.02.2024 01:00:00,83.87,986,30.04,0.55,53.28,176.54,3337.74,8.57,387,55,1113.7,,,,
Tankvorgang,,,,,,,,,,,,,37,2024-02-11 01:00:00,,CSW-4312
Tankvorgang,,,,,,,,,,,,,68,2024-02-11 01:00:00,,QML-6972
Tankvorgang,,,,,,,,,,,,,14,2024-04-06 13:31:35,2024-02-11 01:13:00,VAQ-7433
Tankvorgang,,,,,,,,,,,,,28,2024-04-06 13:31:35,2024-02-11 01:21:00,WBN-3072
PV-Anlage,11.02.2024 02:00:00,64.39,987,53.21,4.03,7.15,739.12,539.69,76.83,773,44,-398.46,,,,
Tankvorgang,,,,,,,,,,,,,49,2024-02-11 02:00:00,,JUC-4570
Tankvorgang,,,,,,,,,,,,,98,2024-02-11 02:00:00,,RTP-0550
Tankvorgang,,,,,,,,,,,,,50,2024-02-11 02:00:00,,HCJ-6507
Tankvorgang,,,,,,,,,,,,,29,2024-02-11 02:00:00,,WMY-9874
Tankvorgang,,,,,,,,,,,,,99,2024-02-11 02:00:00,,ZJE-8277
Tankvorgang,,,,,,,,,,,,,62,2024-04-06 13:31:35,2024-02-11 02:22:00,FXS-3214
Tankvorgang,,,,,,,,,,,,,37,2024-04-06 13:31:35,2024-02-11 02:18:00,KLM-6677
Tankvorgang,,,,,,,,,,,,,27,2024-04-06 13:31:35,2024-02-11 02:23:00,PNW-7126
Tankvorgang,,,,,,,,,,,,,25,2024-04-06 13:31:35,2024-02-11 02:16:00,HHD-8152
Tankvorgang,,,,,,,,,,,,,28,2024-04-06 13:31:35,2024-02-11 02:11:00,FRA-4998
PV-Anlage,11.02.2024 03:00:00,4.23,988,1.66,1.6,0.97,1442.05,1692.84,7.2,63,15,-251.18,,,,
Tankvorgang,,,,,,,,,,,,,82,2024-02-11 03:00:00,,AGU-2370
Tankvorgang,,,,,,,,,,,,,84,2024-02-11 03:00:00,,XXU-0166
Tankvorgang,,,,,,,,,,,,,57,2024-02-11 03:00:00,,JMK-3499
Tankvorgang,,,,,,,,,,,,,18,2024-02-11 03:00:00,,YRC-6300
Tankvorgang,,,,,,,,,,,,,14,2024-04-06 13:31:35,2024-02-11 03:15:00,OHI-9292
Tankvorgang,,,,,,,,,,,,,63,2024-04-06 13:31:35,2024-02-11 03:28:00,ZXS-1574
Tankvorgang,,,,,,,,,,,,,73,2024-04-06 13:31:35,2024-02-11 03:27:00,WPF-6091
Tankvorgang,,,,,,,,,,,,,97,2024-04-06 13:31:35,2024-02-11 03:27:00,BZX-1680
PV-Anlage,11.02.2024 04:00:00,1.69,989,1.0,0.14,0.55,160.48,2618.44,57.87,398,67,1346.5,,,,
Tankvorgang,,,,,,,,,,,,,39,2024-02-11 04:00:00,,YVO-2379
Tankvorgang,,,,,,,,,,,,,37,2024-02-11 04:00:00,,XJJ-5086
Tankvorgang,,,,,,,,,,,,,8,2024-02-11 04:00:00,,WOM-4476
Tankvorgang,,,,,,,,,,,,,91,2024-02-11 04:00:00,,ZVT-2882
Tankvorgang,,,,,,,,,,,,,16,2024-02-11 04:00:00,,MVS-4443
Tankvorgang,,,,,,,,,,,,,47,2024-04-06 13:31:35,2024-02-11 04:23:00,YKU-4631
Tankvorgang,,,,,,,,,,,,,57,2024-04-06 13:31:35,2024-02-11 04:15:00,JJR-2082
Tankvorgang,,,,,,,,,,,,,74,2024-04-06 13:31:35,2024-02-11 04:27:00,JZW-0486
Tankvorgang,,,,,,,,,,,,,16,2024-04-06 13:31:35,2024-02-11 04:28:00,IAM-0028
Tankvorgang,,,,,,,,,,,,,92,2024-04-06 13:31:35,2024-02-11 04:23:00,MUC-7869
PV-Anlage,11.02.2024 05:00:00,70.27,990,34.71,20.2,15.36,61.76,2822.14,36.85,48,60,230.31,,,,
Tankvorgang,,,,,,,,,,,,,98,2024-02-11 05:00:00,,FGH-0599
Tankvorgang,,,,,,,,,,,,,88,2024-02-11 05:00:00,,YQR-8673
Tankvorgang,,,,,,,,,,,,,55,2024-04-06 13:31:35,2024-02-11 05:21:00,NTQ-6006
Tankvorgang,,,,,,,,,,,,,28,2024-04-06 13:31:35,2024-02-11 05:22:00,MRK-0434
PV-Anlage,11.02.2024 06:00:00,62.56,991,57.01,1.17,4.38,1966.15,3534.63,50.32,823,88,-1681.88,,,,
PV-Anlage,11.02.2024 07:00:00,1.88,992,1.67,0.07,0.14,79.58,1619.6,21.17,685,13,-1239.93,,,,
Tankvorgang,,,,,,,,,,,,,45,2024-02-11 07:00:00,,HHD-3853
Tankvorgang,,,,,,,,,,,,,86,2024-02-11 07:00:00,,CNT-8014
Tankvorgang,,,,,,,,,,,,,92,2024-02-11 07:00:00,,INU-7565
Tankvorgang,,,,,,,,,,,,,18,2024-02-11 07:00:00,,TMQ-0282
Tankvorgang,,,,,,,,,,,,,94,2024-02-11 07:00:00,,GSD-5608
Tankvorgang,,,,,,,,,,,,,40,2024-04-06 13:31:35,2024-02-11 07:13:00,RYV-3770
Tankvorgang,,,,,,,,,,,,,13,2024-04-06 13:31:35,2024-02-11 07:11:00,GTB-6985
Tankvorgang,,,,,,,,,,,,,58,2024-04-06 13:31:35,2024-02-11 07:19:00,PNP-9598
Tankvorgang,,,,,,,,,,,,,78,2024-04-06 13:31:35,2024-02-11 07:28:00,DEM-1053
Tankvorgang,,,,,,,,,,,,,22,2024-04-06 13:31:35,2024-02-11 07:26:00,LJB-3199
PV-Anlage,11.02.2024 08:00:00,10.83,993,8.74,1.32,0.77,156.87,2242.36,16.88,912,49,901.63,,,,
Tankvorgang,,,,,,,,,,,,,91,2024-02-11 08:00:00,,IQY-6274
Tankvorgang,,,,,,,,,,,,,32,2024-02-11 08:00:00,,OQI-4230
Tankvorgang,,,,,,,,,,,,,76,2024-02-11 08:00:00,,OKY-4535
Tankvorgang,,,,,,,,,,,,,41,2024-02-11 08:00:00,,EEM-5686
Tankvorgang,,,,,,,,,,,,,46,2024-02-11 08:00:00,,IOJ-0547
Tankvorgang,,,,,,,,,,,,,19,2024-04-06 13:31:35,2024-02-11 08:24:00,HEV-7023
Tankvorgang,,,,,,,,,,,,,94,2024-04-06 13:31:35,2024-02-11 08:26:00,JZP-6892
Tankvorgang,,,,,,,,,,,,,94,2024-04-06 13:31:35,2024-02-11 08:10:00,EMO-8422
Tankvorgang,,,,,,,,,,,,,77,2024-04-06 13:31:35,2024-02-11 08:20:00,AFW-5284
Tankvorgang,,,,,,,,,,,,,10,2024-04-06 13:31:35,2024-02-11 08:27:00,GDC-9710
PV-Anlage,11.02.2024 09:00:00,11.35,994,0.59,0.22,10.54,1879.1,2560.93,81.75,663,81,1955.86,,,,
Tankvorgang,,,,,,,,,,,,,29,2024-02-11 09:00:00,,CIT-0771
Tankvorgang,,,,,,,,,,,,,41,2024-02-11 09:00:00,,DJE-9893
Tankvorgang,,,,,,,,,,,,,52,2024-02-11 09:00:00,,PPJ-8182
Tankvorgang,,,,,,,,,,,,,86,2024-04-06 13:31:35,2024-02-11 09:19:00,CWY-0010
Tankvorgang,,,,,,,,,,,,,32,2024-04-06 13:31:35,2024-02-11 09:25:00,CMX-8695
Tankvorgang,,,,,,,,,,,,,73,2024-04-06 13:31:35,2024-02-11 09:28:00,SJI-2269
PV-Anlage,11.02.2024 10:00:00,8.13,995,6.36,0.53,1.24,83.18,778.83,61.09,529,89,-1212.38,,,,
Tankvorgang,,,,,,,,,,,,,85,2024-02-11 10:00:00,,NNA-1519
Tankvorgang,,,,,,,,,,,,,69,2024-02-11 10:00:00,,NZY-9102
Tankvorgang,,,,,,,,,,,,,79,2024-04-06 13:31:35,2024-02-11 10:30:00,BVQ-4360
Tankvorgang,,,,,,,,,,,,,60,2024-04-06 13:31:35,2024-02-11 10:14:00,NAJ-1301
PV-Anlage,11.02.2024 11:00:00,29.56,996,15.16,9.75,4.65,1065.95,1073.62,66.93,913,66,-707.57,,,,
Tankvorgang,,,,,,,,,,,,,87,2024-02-11 11:00:00,,IJH-0956
Tankvorgang,,,,,,,,,,,,,83,2024-02-11 11:00:00,,YJM-8351
Tankvorgang,,,,,,,,,,,,,5,2024-02-11 11:00:00,,IYA-7004
Tankvorgang,,,,,,,,,,,,,63,2024-04-06 13:31:35,2024-02-11 11:24:00,FAH-5670
Tankvorgang,,,,,,,,,,,,,98,2024-04-06 13:31:35,2024-02-11 11:15:00,UGF-4717
Tankvorgang,,,,,,,,,,,,,29,2024-04-06 13:31:35,2024-02-11 11:16:00,BPJ-2299
PV-Anlage,11.02.2024 12:00:00,55.39,997,7.7,17.51,30.18,267.5,3806.19,28.61,974,19,264.97,,,,
Tankvorgang,,,,,,,,,,,,,95,2024-02-11 12:00:00,,GFL-8020
Tankvorgang,,,,,,,,,,,,,70,2024-02-11 12:00:00,,EDF-9711
Tankvorgang,,,,,,,,,,,,,3,2024-02-11 12:00:00,,ZUU-1669
Tankvorgang,,,,,,,,,,,,,76,2024-02-11 12:00:00,,OHY-5978
Tankvorgang,,,,,,,,,,,,,35,2024-02-11 12:00:00,,BRE-1492
Tankvorgang,,,,,,,,,,,,,9,2024-04-06 13:31:35,2024-02-11 12:11:00,MAI-6103
Tankvorgang,,,,,,,,,,,,,96,2024-04-06 13:31:35,2024-02-11 12:25:00,SEW-6135
Tankvorgang,,,,,,,,,,,,,83,2024-04-06 13:31:35,2024-02-11 12:24:00,ZCM-2262
Tankvorgang,,,,,,,,,,,,,14,2024-04-06 13:31:35,2024-02-11 12:16:00,GLH-0475
Tankvorgang,,,,,,,,,,,,,38,2024-04-06 13:31:35,2024-02-11 12:15:00,JIQ-4476
PV-Anlage,11.02.2024 13:00:00,6.02,998,5.39,0.52,0.11,1411.35,3097.39,83.03,117,57,164.76,,,,
PV-Anlage,11.02.2024 14:00:00,55.26,999,7.46,42.91,4.89,1827.79,2624.47,31.9,912,70,49.89,,,,
Tankvorgang,,,,,,,,,,,,,78,2024-02-11 14:00:00,,MYO-2569
Tankvorgang,,,,,,,,,,,,,34,2024-04-06 13:31:35,2024-02-11 14:18:00,HXI-3930
PV-Anlage,11.02.2024 15:00:00,74.38,1000,44.7,28.04,1.64,778.45,3487.76,85.71,517,48,-183.31,,,,
Tankvorgang,,,,,,,,,,,,,82,2024-02-11 15:00:00,,KOS-4272
Tankvorgang,,,,,,,,,,,,,18,2024-02-11 15:00:00,,TQX-6009
Tankvorgang,,,,,,,,,,,,,80,2024-02-11 15:00:00,,AEE-8759
Tankvorgang,,,,,,,,,,,,,58,2024-04-06 13:31:35,2024-02-11 15:14:00,SLY-3273
Tankvorgang,,,,,,,,,,,,,16,2024-04-06 13:31:35,2024-02-11 15:18:00,ENV-9200
Tankvorgang,,,,,,,,,,,,,72,2024-04-06 13:31:35,2024-02-11 15:22:00,GJC-5075
PV-Anlage,11.02.2024 16:00:00,0.92,1001,0.01,0.46,0.45,545.77,3646.59,4.16,671,95,-1457.07,,,,
Tankvorgang,,,,,,,,,,,,,25,2024-02-11 16:00:00,,CAD-7929
Tankvorgang,,,,,,,,,,,,,41,2024-04-06 13:31:35,2024-02-11 16:24:00,ZFD-3155
PV-Anlage,11.02.2024 17:00:00,3.99,1002,2.63,0.67,0.69,1298.57,2943.94,79.19,909,78,-957.36,,,,
Tankvorgang,,,,,,,,,,,,,18,2024-02-11 17:00:00,,JGK-3349
Tankvorgang,,,,,,,,,,,,,60,2024-02-11 17:00:00,,UDZ-6328
Tankvorgang,,,,,,,,,,,,,7,2024-02-11 17:00:00,,FMB-2875
Tankvorgang,,,,,,,,,,,,,6,2024-02-11 17:00:00,,QDP-6231
Tankvorgang,,,,,,,,,,,,,82,2024-04-06 13:31:35,2024-02-11 17:13:00,BUU-2282
Tankvorgang,,,,,,,,,,,,,61,2024-04-06 13:31:35,2024-02-11 17:25:00,HIM-5872
Tankvorgang,,,,,,,,,,,,,1,2024-04-06 13:31:35,2024-02-11 17:17:00,NIU-6356
Tankvorgang,,,,,,,,,,,,,94,2024-04-06 13:31:35,2024-02-11 17:10:00,YMI-6167
PV-Anlage,11.02.2024 18:00:00,72.51,1003,65.06,6.66,0.79,32.91,3087.85,66.47,837,31,26.28,,,,
Tankvorgang,,,,,,,,,,,,,64,2024-02-11 18:00:00,,PWC-1802
Tankvorgang,,,,,,,,,,,,,97,2024-04-06 13:31:35,2024-02-11 18:29:00,UIF-8984
PV-Anlage,11.02.2024 19:00:00,31.74,1004,11.03,7.71,13.0,966.7,2218.84,34.76,916,41,-1794.71,,,,
Tankvorgang,,,,,,,,,,,,,57,2024-02-11 19:00:00,,OWH-9519
Tankvorgang,,,,,,,,,,,,,64,2024-04-06 13:31:35,2024-02-11 19:16:00,ILE-1043
PV-Anlage,11.02.2024 20:00:00,19.19,1005,18.24,0.21,0.74,1992.59,75.29,5.5,928,82,322.14,,,,
Tankvorgang,,,,,,,,,,,,,91,2024-02-11 20:00:00,,WZO-3593
Tankvorgang,,,,,,,,,,,,,24,2024-02-11 20:00:00,,STR-3906
Tankvorgang,,,,,,,,,,,,,80,2024-02-11 20:00:00,,OYV-7855
Tankvorgang,,,,,,,,,,,,,49,2024-02-11 20:00:00,,TFX-5684
Tankvorgang,,,,,,,,,,,,,5,2024-02-11 20:00:00,,RRF-5730
Tankvorgang,,,,,,,,,,,,,18,2024-04-06 13:31:35,2024-02-11 20:16:00,DPW-4306
Tankvorgang,,,,,,,,,,,,,9,2024-04-06 13:31:35,2024-02-11 20:25:00,ZYI-9070
Tankvorgang,,,,,,,,,,,,,70,2024-04-06 13:31:35,2024-02-11 20:16:00,SAI-5628
Tankvorgang,,,,,,,,,,,,,8,2024-04-06 13:31:35,2024-02-11 20:20:00,VDL-8046
Tankvorgang,,,,,,,,,,,,,88,2024-04-06 13:31:35,2024-02-11 20:24:00,TND-5203
PV-Anlage,11.02.2024 21:00:00,38.58,1006,26.07,6.59,5.92,1951.12,3143.69,26.83,91,76,1410.83,,,,
Tankvorgang,,,,,,,,,,,,,43,2024-02-11 21:00:00,,PST-2138
Tankvorgang,,,,,,,,,,,,,16,2024-02-11 21:00:00,,VWI-2708
Tankvorgang,,,,,,,,,,,,,12,2024-02-11 21:00:00,,BJV-7444
Tankvorgang,,,,,,,,,,,,,20,2024-04-06 13:31:35,2024-02-11 21:27:00,ZZL-0693
Tankvorgang,,,,,,,,,,,,,73,2024-04-06 13:31:35,2024-02-11 21:24:00,QVH-0367
Tankvorgang,,,,,,,,,,,,,67,2024-04-06 13:31:35,2024-02-11 21:13:00,XQE-1301
PV-Anlage,11.02.2024 22:00:00,66.87,1007,29.29,19.65,17.93,1268.28,1819.45,73.75,95,85,324.81,,,,
Tankvorgang,,,,,,,,,,,,,26,2024-02-11 22:00:00,,IFN-2818
Tankvorgang,,,,,,,,,,,,,6,2024-02-11 22:00:00,,WDT-3768
Tankvorgang,,,,,,,,,,,,,55,2024-02-11 22:00:00,,XKX-9665
Tankvorgang,,,,,,,,,,,,,47,2024-02-11 22:00:00,,EMG-5221
Tankvorgang,,,,,,,,,,,,,13,2024-02-11 22:00:00,,MDM-1485
Tankvorgang,,,,,,,,,,,,,93,2024-04-06 13:31:35,2024-02-11 22:10:00,VJB-2356
Tankvorgang,,,,,,,,,,,,,33,2024-04-06 13:31:35,2024-02-11 22:16:00,BJM-2255
Tankvorgang,,,,,,,,,,,,,99,2024-04-06 13:31:35,2024-02-11 22:19:00,XIW-2931
Tankvorgang,,,,,,,,,,,,,95,2024-04-06 13:31:35,2024-02-11 22:29:00,FKG-9619
Tankvorgang,,,,,,,,,,,,,5,2024-04-06 13:31:35,2024-02-11 22:13:00,DSA-9629
PV-Anlage,11.02.2024 23:00:00,62.22,1008,10.69,45.74,5.79,1910.91,2365.9,28.46,201,58,-1654.65,,,,
PV-Anlage,12.02.2024 00:00:00,35.44,1009,19.22,12.65,3.57,599.85,2235.11,72.42,659,75,711.59,,,,
Tankvorgang,,,,,,,,,,,,,94,2024-02-12 00:00:00,,ZMR-7903
