Tankstellen-ID,Startzeit,Endzeit,Fahrzeugkennzeichen
43,2024-04-06 14:30:18,,RAV-5008
37,2024-04-06 14:30:18,,TOJ-9313
29,2024-04-06 14:30:18,,NKO-1872
62,2024-04-06 14:30:18,,ACN-2232
96,2024-04-06 14:30:18,,JOP-5497
40,2024-04-06 14:30:18,,UUN-0888
82,2024-04-06 14:30:18,,IAH-7005
60,2024-04-06 14:30:18,,VEI-8856
15,2024-04-06 14:30:18,,BKX-2553
64,2024-04-06 14:30:18,,SKG-4310
32,2024-04-06 14:30:18,,SSL-4834
73,2024-04-06 14:30:18,,LYK-7436
31,2024-04-06 14:30:18,,MBY-4703
96,2024-04-06 14:30:18,,MPZ-9806
62,2024-04-06 14:30:18,,XHQ-0860
53,2024-04-06 14:30:19,,TKR-0076
74,2024-04-06 14:30:19,,UEC-7234
29,2024-04-06 14:30:19,,LYD-4315
15,2024-04-06 14:30:19,,AWZ-4761
9,2024-04-06 14:30:19,,BVC-7643
77,2024-04-06 14:30:19,,VRG-5370
74,2024-04-06 14:30:19,,TDO-6823
92,2024-04-06 14:30:19,,EJI-0302
29,2024-04-06 14:30:19,,SSD-4684
76,2024-04-06 14:30:19,,TUE-2105
70,2024-04-06 14:30:19,,OWX-0352
24,2024-04-06 14:30:19,,MYA-1519
4,2024-04-06 14:30:19,,PSL-1509
37,2024-04-06 14:30:19,,ITL-3008
25,2024-04-06 14:30:19,,LYB-6193
87,2024-04-06 14:30:19,,JKI-6756
16,2024-04-06 14:30:19,,ASO-4545
16,2024-04-06 14:30:19,,IUA-5080
68,2024-04-06 14:30:19,,TPK-6999
8,2024-04-06 14:30:19,,CMY-0338
57,2024-04-06 14:30:19,,PBB-5270
7,2024-04-06 14:30:19,,SWR-2119
73,2024-04-06 14:30:19,,QZI-3601
51,2024-04-06 14:30:19,,CRZ-5785
48,2024-04-06 14:30:19,,ULW-2145
26,2024-04-06 14:30:19,,MZE-1790
50,2024-04-06 14:30:19,,DXB-2097
96,2024-04-06 14:30:19,,VXX-3317
69,2024-04-06 14:30:19,,MBW-4210
24,2024-04-06 14:30:19,,KWX-8549
26,2024-04-06 14:30:19,,JEG-0151
74,2024-04-06 14:30:19,,LWD-9130
28,2024-04-06 14:30:19,,ZAX-7894
76,2024-04-06 14:30:19,,GZH-9223
16,2024-04-06 14:30:19,,DIX-6573
20,2024-04-06 14:30:19,,MQX-7836
85,2024-04-06 14:30:19,,MJK-2518
8,2024-04-06 14:30:19,,HSS-4721
55,2024-04-06 14:30:19,,GOZ-7018
84,2024-04-06 14:30:19,,KBZ-3517
4,2024-04-06 14:30:19,,DUR-6103
57,2024-04-06 14:30:19,,NQS-5740
25,2024-04-06 14:30:19,,FYE-3238
23,2024-04-06 14:30:19,,QOJ-0191
32,2024-04-06 14:30:19,,OZG-8612
34,2024-04-06 14:30:19,,VVF-6795
15,2024-04-06 14:30:19,,YXF-6003
70,2024-04-06 14:30:19,,JQW-4446
95,2024-04-06 14:30:19,,PRW-5579
16,2024-04-06 14:30:19,,OTQ-6785
51,2024-04-06 14:30:19,,SXX-6179
14,2024-04-06 14:30:19,,QEV-1942
69,2024-04-06 14:30:19,,EGE-6175
13,2024-04-06 14:30:19,,QFP-1357
38,2024-04-06 14:30:19,,ECU-2990
27,2024-04-06 14:30:19,,TFA-9691
69,2024-04-06 14:30:19,,AHZ-7566
22,2024-04-06 14:30:19,,XNA-7240
3,2024-04-06 14:30:19,,RVT-0104
26,2024-04-06 14:30:19,,GNE-0756
74,2024-04-06 14:30:19,,UYY-1650
42,2024-04-06 14:30:19,,XVN-9647
20,2024-04-06 14:30:19,,EFH-6825
12,2024-04-06 14:30:19,,YZT-8045
54,2024-04-06 14:30:19,,CWI-3309
47,2024-04-06 14:30:19,,VYI-6100
36,2024-04-06 14:30:19,,DAE-9222
34,2024-04-06 14:30:19,,BQB-0455
89,2024-04-06 14:30:19,,FLY-0572
7,2024-04-06 14:30:19,,ODX-2211
84,2024-04-06 14:30:19,,PMT-7406
83,2024-04-06 14:30:19,,JWV-5510
68,2024-04-06 14:30:19,,XWY-7262
86,2024-04-06 14:30:19,,GSQ-3125
45,2024-04-06 14:30:19,,HAZ-2101
87,2024-04-06 14:30:19,,XUS-3706
15,2024-04-06 14:30:19,,IPR-6553
95,2024-04-06 14:30:19,,CUE-7261
93,2024-04-06 14:30:19,,HPX-0173
17,2024-04-06 14:30:19,,QEG-1239
82,2024-04-06 14:30:19,,MZY-2268
77,2024-04-06 14:30:19,,UNV-4194
61,2024-04-06 14:30:19,,DHF-0177
87,2024-04-06 14:30:19,,QTK-5928
47,2024-04-06 14:30:19,,NCR-9858
57,2024-04-06 14:30:19,,RFT-8061
57,2024-04-06 14:30:19,,JVR-2823
94,2024-04-06 14:30:19,,OMF-1988
48,2024-04-06 14:30:19,,FVP-5860
72,2024-04-06 14:30:19,,MYQ-1372
44,2024-04-06 14:30:19,,RRR-9126
92,2024-04-06 14:30:19,,HAU-1359
34,2024-04-06 14:30:19,,CZM-0180
33,2024-04-06 14:30:19,,ANO-8275
95,2024-04-06 14:30:19,,JVV-9926
92,2024-04-06 14:30:19,,BBC-6811
97,2024-04-06 14:30:19,,DTJ-1962
42,2024-04-06 14:30:19,,JNX-2980
63,2024-04-06 14:30:19,,MTA-1350
50,2024-04-06 14:30:19,,FOL-2378
27,2024-04-06 14:30:19,,YAO-8086
36,2024-04-06 14:30:19,,MYP-4598
71,2024-04-06 14:30:19,,WQQ-4248
67,2024-04-06 14:30:19,,MLD-1025
9,2024-04-06 14:30:19,,HCL-9382
72,2024-04-06 14:30:19,,JPI-3647
10,2024-04-06 14:30:19,,WQF-6054
21,2024-04-06 14:30:19,,ANP-1592
66,2024-04-06 14:30:19,,VIK-1485
75,2024-04-06 14:30:19,,DYX-2979
51,2024-04-06 14:30:19,,YZB-4404
41,2024-04-06 14:30:19,,IIL-0387
95,2024-04-06 14:30:19,,CSP-6471
61,2024-04-06 14:30:19,,EAA-8632
94,2024-04-06 14:30:19,,AOK-7120
78,2024-04-06 14:30:19,,VWB-5982
45,2024-04-06 14:30:19,,VZA-4322
11,2024-04-06 14:30:19,,BFF-1472
16,2024-04-06 14:30:19,,PCR-7295
88,2024-04-06 14:30:19,,ONR-5919
31,2024-04-06 14:30:19,,LIF-2481
79,2024-04-06 14:30:19,,QPS-7606
8,2024-04-06 14:30:19,,ZOJ-0880
82,2024-04-06 14:30:19,,SBU-0483
37,2024-04-06 14:30:19,,LYX-8845
84,2024-04-06 14:30:19,,KHJ-3419
84,2024-04-06 14:30:19,,FCA-2531
82,2024-04-06 14:30:19,,JHJ-1068
9,2024-04-06 14:30:19,,HDI-3370
53,2024-04-06 14:30:19,,ZEK-1094
17,2024-04-06 14:30:19,,MDL-5771
33,2024-04-06 14:30:19,,DZN-2648
1,2024-04-06 14:30:19,,RRY-1237
79,2024-04-06 14:30:19,,AGB-1511
41,2024-04-06 14:30:19,,KOB-0908
50,2024-04-06 14:30:19,,KYY-8859
87,2024-04-06 14:30:19,,ARU-8633
91,2024-04-06 14:30:19,,MBR-5542
21,2024-04-06 14:30:19,,CYX-5625
84,2024-04-06 14:30:19,,ZLY-5447
33,2024-04-06 14:30:19,,GAU-0164
74,2024-04-06 14:30:19,,JNQ-0177
55,2024-04-06 14:30:19,,NCR-2009
18,2024-04-06 14:30:19,,TPB-1642
4,2024-04-06 14:30:19,,COP-2485
65,2024-04-06 14:30:19,,GTB-5867
78,2024-04-06 14:30:19,,BVB-0578
40,2024-04-06 14:30:19,,TVV-3785
53,2024-04-06 14:30:19,,JDU-5629
93,2024-04-06 14:30:19,,TRD-8151
39,2024-04-06 14:30:19,,LVP-1773
62,2024-04-06 14:30:19,,CFC-3682
55,2024-04-06 14:30:19,,LTD-2355
3,2024-04-06 14:30:19,,RWG-4338
75,2024-04-06 14:30:19,,NSD-7155
11,2024-04-06 14:30:19,,WWE-1893
90,2024-04-06 14:30:19,,EPQ-4542
15,2024-04-06 14:30:19,,SZS-3506
95,2024-04-06 14:30:19,,DSG-6976
76,2024-04-06 14:30:19,,OQC-0329
83,2024-04-06 14:30:19,,SMZ-3008
77,2024-04-06 14:30:19,,ZNW-7563
8,2024-04-06 14:30:19,,WAK-3423
71,2024-04-06 14:30:19,,JZQ-3634
6,2024-04-06 14:30:19,,MBF-1400
10,2024-04-06 14:30:19,,XPC-1616
22,2024-04-06 14:30:19,,PAP-9228
93,2024-04-06 14:30:19,,EUU-6391
55,2024-04-06 14:30:19,,PJN-0902
95,2024-04-06 14:30:19,,FJU-4701
47,2024-04-06 14:30:19,,MYB-3414
54,2024-04-06 14:30:19,,WHG-3945
91,2024-04-06 14:30:19,,CJE-9397
67,2024-04-06 14:30:19,,QLT-4034
86,2024-04-06 14:30:19,,JNL-2772
3,2024-04-06 14:30:19,,YPR-2890
53,2024-04-06 14:30:19,,DGZ-6752
4,2024-04-06 14:30:19,,GFH-1621
68,2024-04-06 14:30:19,,RKL-0627
46,2024-04-06 14:30:19,,JWB-1449
22,2024-04-06 14:30:19,,XME-0359
84,2024-04-06 14:30:19,,ZKB-9691
75,2024-04-06 14:30:19,,WWZ-4507
3,2024-04-06 14:30:19,,SJS-2140
84,2024-04-06 14:30:19,,IKN-9689
20,2024-04-06 14:30:19,,UHA-4286
53,2024-04-06 14:30:19,,GVI-4538
98,2024-04-06 14:30:19,,XGI-9649
74,2024-04-06 14:30:19,,RQT-3495
46,2024-04-06 14:30:19,,CFM-8042
28,2024-04-06 14:30:19,,HLW-3760
71,2024-04-06 14:30:19,,CUU-1042
16,2024-04-06 14:30:19,,RZE-7859
47,2024-04-06 14:30:19,,RKV-7606
88,2024-04-06 14:30:19,,ACK-3570
100,2024-04-06 14:30:19,,WKU-4911
32,2024-04-06 14:30:19,,OJY-1325
2,2024-04-06 14:30:19,,NZD-5199
13,2024-04-06 14:30:19,,MTU-4851
35,2024-04-06 14:30:19,,OMI-2263
38,2024-04-06 14:30:19,,CVK-0975
31,2024-04-06 14:30:19,,LNH-6155
13,2024-04-06 14:30:19,,PYV-2093
42,2024-04-06 14:30:19,,XIG-3087
7,2024-04-06 14:30:19,,CUY-5244
19,2024-04-06 14:30:19,,LQH-8875
62,2024-04-06 14:30:19,,FFA-5195
46,2024-04-06 14:30:19,,GGZ-1512
39,2024-04-06 14:30:19,,TQU-4477
81,2024-04-06 14:30:19,,GWO-4680
20,2024-04-06 14:30:19,,CCI-7397
74,2024-04-06 14:30:19,,YJH-9102
78,2024-04-06 14:30:19,,FUM-4680
87,2024-04-06 14:30:19,,BKN-3376
93,2024-04-06 14:30:19,,PAM-8750
59,2024-04-06 14:30:19,,ZAR-6846
27,2024-04-06 14:30:19,,SSX-6364
6,2024-04-06 14:30:19,,VOZ-4597
2,2024-04-06 14:30:19,,OEC-8789
9,2024-04-06 14:30:19,,MAC-4978
69,2024-04-06 14:30:19,,CKQ-1820
36,2024-04-06 14:30:19,,LAT-0926
98,2024-04-06 14:30:19,,LJA-0930
67,2024-04-06 14:30:19,,REQ-9329
43,2024-04-06 14:30:19,,GDT-0249
28,2024-04-06 14:30:19,,AFM-4659
4,2024-04-06 14:30:19,,BNT-0424
94,2024-04-06 14:30:19,,QEX-8388
7,2024-04-06 14:30:19,,UTO-2698
40,2024-04-06 14:30:19,,SYY-8976
40,2024-04-06 14:30:19,,AEC-4966
87,2024-04-06 14:30:19,,YIH-4202
95,2024-04-06 14:30:19,,RLC-5645
77,2024-04-06 14:30:19,,WKR-0598
26,2024-04-06 14:30:19,,IHK-3415
1,2024-04-06 14:30:19,,GFU-7240
72,2024-04-06 14:30:19,,HVC-9734
51,2024-04-06 14:30:19,,HVK-4409
90,2024-04-06 14:30:19,,QXF-2563
29,2024-04-06 14:30:19,,RBJ-1582
7,2024-04-06 14:30:19,,VFG-1085
1,2024-04-06 14:30:19,,HJN-7169
5,2024-04-06 14:30:19,,ZNE-7669
33,2024-04-06 14:30:19,,QFR-7886
92,2024-04-06 14:30:19,,YKD-8499
83,2024-04-06 14:30:19,,EDE-4978
96,2024-04-06 14:30:19,,CGF-7147
16,2024-04-06 14:30:19,,VSV-4154
18,2024-04-06 14:30:19,,BJC-6960
66,2024-04-06 14:30:19,,DHN-6004
54,2024-04-06 14:30:19,,XOA-0669
67,2024-04-06 14:30:19,,FAV-2159
61,2024-04-06 14:30:19,,AFR-1616
69,2024-04-06 14:30:19,,CDA-0777
72,2024-04-06 14:30:19,,RPR-5630
90,2024-04-06 14:30:19,,EDJ-8432
55,2024-04-06 14:30:19,,CDL-3685
28,2024-04-06 14:30:19,,GPH-9264
88,2024-04-06 14:30:19,,BQS-1780
65,2024-04-06 14:30:19,,LVI-9671
6,2024-04-06 14:30:19,,QNV-3373
10,2024-04-06 14:30:19,,RGL-3711
99,2024-04-06 14:30:19,,PCG-1566
97,2024-04-06 14:30:19,,PEJ-5850
64,2024-04-06 14:30:19,,DVI-4328
61,2024-04-06 14:30:19,,SUG-2458
29,2024-04-06 14:30:19,,KRX-8775
23,2024-04-06 14:30:19,,TJM-8762
38,2024-04-06 14:30:19,,ITN-6351
72,2024-04-06 14:30:19,,UWF-9729
94,2024-04-06 14:30:19,,IHV-8695
5,2024-04-06 14:30:19,,KDK-0295
3,2024-04-06 14:30:19,,SLH-8319
2,2024-04-06 14:30:19,,POI-4322
65,2024-04-06 14:30:19,,ACY-1100
17,2024-04-06 14:30:19,,ZML-6562
93,2024-04-06 14:30:19,,TMR-2156
51,2024-04-06 14:30:19,,TOC-6614
46,2024-04-06 14:30:19,,JPF-6533
81,2024-04-06 14:30:19,,XIK-5153
58,2024-04-06 14:30:19,,IKI-7803
18,2024-04-06 14:30:19,,FEC-3568
65,2024-04-06 14:30:19,,MFF-6250
6,2024-04-06 14:30:19,,ZRQ-0616
11,2024-04-06 14:30:19,,WNX-2990
11,2024-04-06 14:30:19,,IIZ-2995
2,2024-04-06 14:30:19,,HGM-0223
96,2024-04-06 14:30:19,,VBS-1892
74,2024-04-06 14:30:19,,QHT-0060
47,2024-04-06 14:30:19,,FWN-4323
24,2024-04-06 14:30:19,,TKK-5584
47,2024-04-06 14:30:19,,TPR-0325
34,2024-04-06 14:30:19,,YIV-2330
90,2024-04-06 14:30:19,,CRM-0052
61,2024-04-06 14:30:19,,NQZ-7448
85,2024-04-06 14:30:19,,KHO-0087
65,2024-04-06 14:30:19,,JTH-4631
65,2024-04-06 14:30:19,,SKJ-4293
32,2024-04-06 14:30:19,,VPD-3657
76,2024-04-06 14:30:19,,TLF-4892
2,2024-04-06 14:30:19,,VHG-2200
86,2024-04-06 14:30:19,,BYE-3973
11,2024-04-06 14:30:19,,EQJ-0438
76,2024-04-06 14:30:19,,BZJ-8890
95,2024-04-06 14:30:19,,ZWQ-3292
33,2024-04-06 14:30:19,,UYW-6896
6,2024-04-06 14:30:19,,KPA-4019
21,2024-04-06 14:30:19,,RPM-6888
76,2024-04-06 14:30:19,,DNI-9286
74,2024-04-06 14:30:19,,GPG-8424
81,2024-04-06 14:30:19,,UDB-2509
21,2024-04-06 14:30:19,,QJY-0765
52,2024-04-06 14:30:19,,JBU-8310
18,2024-04-06 14:30:19,,RLJ-2737
58,2024-04-06 14:30:19,,HGU-8175
81,2024-04-06 14:30:19,,OIR-7760
15,2024-04-06 14:30:19,,FYZ-2515
88,2024-04-06 14:30:19,,FVB-0853
43,2024-04-06 14:30:19,,LHJ-4170
5,2024-04-06 14:30:19,,PUN-2845
70,2024-04-06 14:30:19,,JXT-9685
16,2024-04-06 14:30:19,,LRT-2467
81,2024-04-06 14:30:19,,PMW-9106
45,2024-04-06 14:30:19,,RAH-2220
81,2024-04-06 14:30:19,,BKL-6311
16,2024-04-06 14:30:19,,MME-6569
45,2024-04-06 14:30:19,,KNK-3402
73,2024-04-06 14:30:19,,FTP-1011
71,2024-04-06 14:30:19,,TLJ-4783
92,2024-04-06 14:30:19,,NYN-3859
47,2024-04-06 14:30:19,,ZRJ-5179
43,2024-04-06 14:30:19,,WFH-3685
29,2024-04-06 14:30:19,,ZZL-1034
87,2024-04-06 14:30:19,,JAE-6270
30,2024-04-06 14:30:19,,AZW-6321
27,2024-04-06 14:30:19,,NUU-0800
83,2024-04-06 14:30:19,,JNX-1808
73,2024-04-06 14:30:19,,PGQ-0824
54,2024-04-06 14:30:19,,EZT-9144
81,2024-04-06 14:30:19,,QPS-6290
20,2024-04-06 14:30:19,,QJV-3905
72,2024-04-06 14:30:19,,IYQ-0136
85,2024-04-06 14:30:19,,DPC-0726
32,2024-04-06 14:30:19,,ZLT-2467
4,2024-04-06 14:30:19,,ARU-3984
38,2024-04-06 14:30:19,,YKR-9943
84,2024-04-06 14:30:19,,XAM-6914
29,2024-04-06 14:30:19,,CBC-4835
9,2024-04-06 14:30:19,,DGO-2569
11,2024-04-06 14:30:19,,SYY-8487
15,2024-04-06 14:30:19,,LSA-7249
90,2024-04-06 14:30:19,,UJE-3603
77,2024-04-06 14:30:19,,LTW-6994
61,2024-04-06 14:30:19,,HWR-2897
47,2024-04-06 14:30:19,,CWO-9383
70,2024-04-06 14:30:19,,TDB-7461
3,2024-04-06 14:30:19,,RGU-1028
24,2024-04-06 14:30:19,,NJH-1146
9,2024-04-06 14:30:19,,MLC-3111
22,2024-04-06 14:30:19,,TBI-4756
8,2024-04-06 14:30:19,,AAJ-0554
39,2024-04-06 14:30:19,,SDF-7752
66,2024-04-06 14:30:19,,HMG-8287
37,2024-04-06 14:30:19,,WLK-0288
9,2024-04-06 14:30:19,,EIF-1331
96,2024-04-06 14:30:19,,MEY-0776
6,2024-04-06 14:30:19,,HGW-3903
80,2024-04-06 14:30:19,,QCP-5392
9,2024-04-06 14:30:19,,OFB-0865
12,2024-04-06 14:30:19,,IIL-7637
8,2024-04-06 14:30:19,,SGQ-5150
100,2024-04-06 14:30:19,,BGI-2775
25,2024-04-06 14:30:19,,MBW-8460
60,2024-04-06 14:30:19,,YBP-5839
96,2024-04-06 14:30:19,,JQQ-1420
37,2024-04-06 14:30:19,,PZL-6812
24,2024-04-06 14:30:19,,RLR-7525
37,2024-04-06 14:30:19,,XOV-0876
51,2024-04-06 14:30:19,,BHS-7929
17,2024-04-06 14:30:19,,HTR-9404
11,2024-04-06 14:30:19,,PJE-8696
20,2024-04-06 14:30:19,,TPA-4331
90,2024-04-06 14:30:19,,BWN-4388
75,2024-04-06 14:30:19,,ZQT-6222
72,2024-04-06 14:30:19,,PON-5928
7,2024-04-06 14:30:19,,NZW-6629
32,2024-04-06 14:30:19,,FIP-9409
61,2024-04-06 14:30:19,,JTZ-2562
28,2024-04-06 14:30:19,,AIJ-0061
24,2024-04-06 14:30:19,,JCG-4673
72,2024-04-06 14:30:19,,CPP-8731
38,2024-04-06 14:30:19,,YGX-4235
81,2024-04-06 14:30:19,,YLT-2585
46,2024-04-06 14:30:19,,OHH-8253
59,2024-04-06 14:30:19,,XAZ-1717
93,2024-04-06 14:30:19,,HRM-1935
78,2024-04-06 14:30:19,,PZN-3883
51,2024-04-06 14:30:19,,EXU-9623
93,2024-04-06 14:30:19,,DQP-5277
60,2024-04-06 14:30:19,,HTL-0304
92,2024-04-06 14:30:19,,BUD-0026
24,2024-04-06 14:30:19,,GOG-1206
12,2024-04-06 14:30:19,,VVI-8036
53,2024-04-06 14:30:19,,LXY-9308
85,2024-04-06 14:30:19,,NKO-2312
47,2024-04-06 14:30:19,,DKJ-6591
83,2024-04-06 14:30:19,,ILQ-2083
12,2024-04-06 14:30:19,,JQP-2144
54,2024-04-06 14:30:19,,ICG-2107
23,2024-04-06 14:30:19,,SAQ-0424
6,2024-04-06 14:30:19,,ZQC-9599
31,2024-04-06 14:30:19,,KYX-6762
93,2024-04-06 14:30:19,,NGY-4765
65,2024-04-06 14:30:19,,UJO-0646
24,2024-04-06 14:30:19,,MBG-5359
54,2024-04-06 14:30:19,,QVQ-3571
52,2024-04-06 14:30:19,,LJW-4361
32,2024-04-06 14:30:19,,XWB-3643
73,2024-04-06 14:30:19,,ABT-1719
44,2024-04-06 14:30:19,,AEA-8019
17,2024-04-06 14:30:19,,OND-3910
84,2024-04-06 14:30:19,,BXC-8933
93,2024-04-06 14:30:19,,GRU-7125
95,2024-04-06 14:30:19,,WQC-7862
71,2024-04-06 14:30:19,,CJD-5334
7,2024-04-06 14:30:19,,BIP-0436
1,2024-04-06 14:30:19,,MKI-7841
41,2024-04-06 14:30:19,,DUV-8987
87,2024-04-06 14:30:19,,BCW-5884
30,2024-04-06 14:30:19,,YLA-5473
88,2024-04-06 14:30:19,,CFO-0660
42,2024-04-06 14:30:19,,YSO-4350
59,2024-04-06 14:30:19,,LBN-9785
8,2024-04-06 14:30:19,,VUA-4754
49,2024-04-06 14:30:19,,BHN-6477
84,2024-04-06 14:30:19,,SJQ-5702
57,2024-04-06 14:30:19,,AVL-3898
51,2024-04-06 14:30:19,,HFC-9103
82,2024-04-06 14:30:19,,NQS-2958
93,2024-04-06 14:30:19,,XLC-1214
80,2024-04-06 14:30:19,,BUA-9157
22,2024-04-06 14:30:19,,KGW-7827
68,2024-04-06 14:30:19,,LTA-5199
40,2024-04-06 14:30:19,,PCR-8440
16,2024-04-06 14:30:19,,FRK-3787
29,2024-04-06 14:30:19,,RBN-5240
27,2024-04-06 14:30:19,,QOR-8363
70,2024-04-06 14:30:19,,KRG-5771
27,2024-04-06 14:30:19,,BKN-4177
59,2024-04-06 14:30:19,,FMN-7464
74,2024-04-06 14:30:19,,FYI-3716
16,2024-04-06 14:30:19,,FTL-3737
53,2024-04-06 14:30:19,,YKA-7131
99,2024-04-06 14:30:19,,ETW-9345
58,2024-04-06 14:30:19,,PUU-6197
14,2024-04-06 14:30:19,,WIX-8121
78,2024-04-06 14:30:19,,YNZ-4409
28,2024-04-06 14:30:19,,SXW-9244
2,2024-04-06 14:30:19,,BOK-3454
91,2024-04-06 14:30:19,,GOJ-8966
50,2024-04-06 14:30:19,,MZC-7313
94,2024-04-06 14:30:19,,PPV-3072
10,2024-04-06 14:30:19,,OCD-5092
33,2024-04-06 14:30:19,,XEF-3183
41,2024-04-06 14:30:19,,WFD-2650
65,2024-04-06 14:30:19,,VVZ-2256
76,2024-04-06 14:30:19,,EXC-8284
17,2024-04-06 14:30:19,,YDN-7724
64,2024-04-06 14:30:19,,HJG-1734
67,2024-04-06 14:30:19,,VOK-0138
88,2024-04-06 14:30:19,,SBF-2413
9,2024-04-06 14:30:19,,ADF-9367
75,2024-04-06 14:30:19,,NMI-0262
67,2024-04-06 14:30:19,,RNS-6146
36,2024-04-06 14:30:19,,SSW-7164
62,2024-04-06 14:30:19,,HFT-8783
77,2024-04-06 14:30:19,,INW-6284
71,2024-04-06 14:30:19,,DTC-6887
59,2024-04-06 14:30:19,,DTP-7864
11,2024-04-06 14:30:19,,FQL-6018
47,2024-04-06 14:30:19,,KGU-7290
71,2024-04-06 14:30:19,,NPC-6401
69,2024-04-06 14:30:19,,JQK-4010
52,2024-04-06 14:30:19,,JBV-4481
56,2024-04-06 14:30:19,,FWA-7720
70,2024-04-06 14:30:19,,QSB-6465
15,2024-04-06 14:30:19,,TXL-9537
53,2024-04-06 14:30:19,,DLC-7884
72,2024-04-06 14:30:19,,BCA-9150
82,2024-04-06 14:30:19,,KGC-2647
5,2024-04-06 14:30:19,,GIT-6268
17,2024-04-06 14:30:19,,KFK-4124
46,2024-04-06 14:30:19,,NYL-3139
24,2024-04-06 14:30:19,,WND-7144
43,2024-04-06 14:30:19,,RWE-3480
48,2024-04-06 14:30:19,,QAA-6340
91,2024-04-06 14:30:19,,GQN-9780
30,2024-04-06 14:30:19,,UZS-7590
58,2024-04-06 14:30:19,,XHC-1239
92,2024-04-06 14:30:19,,ZIN-2301
70,2024-04-06 14:30:19,,IKX-2243
18,2024-04-06 14:30:19,,AVC-5269
61,2024-04-06 14:30:19,,FUQ-9366
27,2024-04-06 14:30:19,,TGU-4728
50,2024-04-06 14:30:19,,BIQ-9259
42,2024-04-06 14:30:19,,VAU-6942
78,2024-04-06 14:30:19,,GSI-9585
19,2024-04-06 14:30:19,,CCD-8095
50,2024-04-06 14:30:19,,LRN-3563
89,2024-04-06 14:30:19,,NRN-7756
97,2024-04-06 14:30:19,,GNW-1980
37,2024-04-06 14:30:19,,SOR-8950
90,2024-04-06 14:30:19,,DBN-0549
83,2024-04-06 14:30:19,,QQN-4047
90,2024-04-06 14:30:19,,VHE-9246
63,2024-04-06 14:30:19,,SBK-4289
99,2024-04-06 14:30:19,,DCT-7045
58,2024-04-06 14:30:19,,EDM-6885
54,2024-04-06 14:30:19,,MSU-9037
30,2024-04-06 14:30:19,,OEL-0591
4,2024-04-06 14:30:19,,LXW-3449
92,2024-04-06 14:30:19,,UMP-1664
85,2024-04-06 14:30:19,,YWB-5361
60,2024-04-06 14:30:19,,VUH-8958
77,2024-04-06 14:30:19,,FPG-1166
23,2024-04-06 14:30:19,,NXM-5283
38,2024-04-06 14:30:19,,VZI-2288
91,2024-04-06 14:30:19,,NRD-2100
83,2024-04-06 14:30:19,,WIB-5556
8,2024-04-06 14:30:19,,EUK-5275
44,2024-04-06 14:30:19,,XRZ-2864
54,2024-04-06 14:30:19,,ACG-3942
94,2024-04-06 14:30:19,,DQA-5006
68,2024-04-06 14:30:19,,JEQ-3584
32,2024-04-06 14:30:19,,SLD-8063
73,2024-04-06 14:30:19,,KZK-0614
37,2024-04-06 14:30:19,,KUV-4163
56,2024-04-06 14:30:19,,BXC-7735
53,2024-04-06 14:30:19,,JVA-2864
10,2024-04-06 14:30:19,,HDI-1977
98,2024-04-06 14:30:19,,UMP-5215
10,2024-04-06 14:30:19,,JXV-5978
94,2024-04-06 14:30:19,,WBN-0439
5,2024-04-06 14:30:19,,ZWC-2559
46,2024-04-06 14:30:19,,VFV-1087
25,2024-04-06 14:30:19,,CDC-2508
89,2024-04-06 14:30:19,,UYC-8689
100,2024-04-06 14:30:19,,BAI-2502
56,2024-04-06 14:30:19,,HBC-2418
15,2024-04-06 14:30:19,,SBY-8193
88,2024-04-06 14:30:19,,FSQ-2553
99,2024-04-06 14:30:19,,YZR-1162
94,2024-04-06 14:30:19,,YPS-5352
84,2024-04-06 14:30:19,,DHF-3333
9,2024-04-06 14:30:19,,UTX-0613
41,2024-04-06 14:30:19,,ANO-9765
17,2024-04-06 14:30:19,,HKX-1388
15,2024-04-06 14:30:19,,SEV-9755
80,2024-04-06 14:30:19,,KKJ-7279
58,2024-04-06 14:30:19,,ZBV-5552
98,2024-04-06 14:30:19,,IXQ-4103
31,2024-04-06 14:30:19,,KOA-8308
31,2024-04-06 14:30:19,,ZUP-2564
29,2024-04-06 14:30:19,,XSY-9656
63,2024-04-06 14:30:19,,TZY-2882
84,2024-04-06 14:30:19,,AWY-9024
14,2024-04-06 14:30:19,,AIJ-1638
90,2024-04-06 14:30:19,,LMY-7799
67,2024-04-06 14:30:19,,IEI-2837
90,2024-04-06 14:30:19,,RMS-2022
44,2024-04-06 14:30:19,,XJQ-3259
67,2024-04-06 14:30:19,,XZX-7858
11,2024-04-06 14:30:19,,KGP-3429
30,2024-04-06 14:30:19,,LGT-1966
86,2024-04-06 14:30:19,,KDN-9681
58,2024-04-06 14:30:19,,HBF-5285
64,2024-04-06 14:30:19,,JLH-5444
98,2024-04-06 14:30:19,,KQO-3177
8,2024-04-06 14:30:19,,TPM-9734
36,2024-04-06 14:30:19,,DEB-6121
40,2024-04-06 14:30:19,,SIH-4073
36,2024-04-06 14:30:19,,ZIM-9975
12,2024-04-06 14:30:19,,UWI-0483
31,2024-04-06 14:30:19,,XMT-9967
72,2024-04-06 14:30:19,,NQY-3625
16,2024-04-06 14:30:19,,OGM-8207
14,2024-04-06 14:30:19,,ZGE-3816
7,2024-04-06 14:30:19,,LRW-9940
